,path,newpath,space,graph_matrix,room_num,other_room_num,other_ratio,nodes
1928,D:/Dataset/cubicasa5k//high_quality_architectural/12644/model.svg,12644,"['LivingRoom0', 'LivingRoom1', 'Entry0', 'Bedroom0', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0,"[41, 42, 26, 11, 36, 1, 70]"
3440,D:/Dataset/cubicasa5k//high_quality_architectural/9180/model.svg,9180,"['Bath0', 'Storage0', 'Storage1', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bath1', 'Storage2', 'Outdoor0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Entry1', 'Other0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,1,0.0625,"[1, 70, 71, 36, 41, 26, 2, 72, 60, 11, 12, 13, 14, 27, 46, 61]"
2585,D:/Dataset/cubicasa5k//colorful/1680/model.svg,1680,"['Entry0', 'Entry1', 'LivingRoom0', 'Other0', 'Outdoor0', 'Outdoor1', 'Outdoor2', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage0', 'Other1', 'Storage1', 'Bath0', 'Other2', 'Bath1', 'Storage2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,3,0.17647058823529413,"[26, 27, 41, 46, 60, 61, 62, 11, 12, 13, 70, 47, 71, 1, 52, 2, 72]"
1735,D:/Dataset/cubicasa5k//high_quality_architectural/11891/model.svg,11891,"['Outdoor0', 'Entry0', 'Other0', 'LivingRoom0', 'Storage0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Bedroom4', 'Entry1', 'Storage1', 'Other1', 'Bath0', 'Other2', 'Entry2', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,3,0.16666666666666666,"[60, 26, 46, 41, 70, 36, 11, 12, 13, 14, 15, 27, 71, 47, 1, 52, 28, 2]"
3289,D:/Dataset/cubicasa5k//high_quality_architectural/6272/model.svg,6272,"['Other0', 'Kitchen0', 'Outdoor0', 'Outdoor1', 'Bedroom0', 'Bath0', 'Bath1', 'Storage0', 'Entry0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,2,0.2,"[46, 36, 60, 61, 11, 1, 2, 70, 26, 47]"
142,D:/Dataset/cubicasa5k//high_quality_architectural/93/model.svg,93,"['Outdoor0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0,"[60, 26, 41, 11, 12, 36, 1]"
3549,D:/Dataset/cubicasa5k//high_quality/1681/model.svg,1681,"['Outdoor0', 'Outdoor1', 'Other0', 'LivingRoom0', 'Bedroom0', 'Kitchen0', 'Bath0', 'Storage0', 'Storage1', 'Other1', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,2,0.18181818181818182,"[60, 61, 46, 41, 11, 36, 1, 70, 71, 47, 26]"
431,D:/Dataset/cubicasa5k//high_quality_architectural/2163/model.svg,2163,"['Outdoor0', 'Outdoor1', 'Other0', 'Kitchen0', 'Entry0', 'Storage0', 'Bedroom0', 'Other1', 'Bedroom1', 'Bedroom2', 'Bath0', 'Other2', 'Bath1', 'Storage1', 'Entry1', 'Storage2', 'Bath2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,3,0.17647058823529413,"[60, 61, 46, 36, 26, 70, 11, 47, 12, 13, 1, 52, 2, 71, 27, 72, 3]"
1122,D:/Dataset/cubicasa5k//high_quality_architectural/520/model.svg,520,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Outdoor1', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bath0', 'Other0', 'Entry1', 'Storage1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,1,0.07692307692307693,"[60, 41, 26, 36, 61, 11, 12, 70, 1, 46, 27, 71, 2]"
887,D:/Dataset/cubicasa5k//high_quality_architectural/6441/model.svg,6441,"['Entry0', 'LivingRoom0', 'Kitchen0', 'Dining0', 'Outdoor0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bath0', 'Other0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 4. ... 0. 0. 0.]
 [0. 3. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091,"[26, 41, 36, 21, 60, 11, 12, 13, 1, 46, 2]"
3220,D:/Dataset/cubicasa5k//high_quality/14343/model.svg,14343,"['Dining0', 'Entry0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bath0', 'Entry1', 'Other0', 'Bath1', 'Other1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 2. ... 0. 0. 0.]
 [0. 1. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,2,0.16666666666666666,"[21, 26, 36, 11, 12, 13, 1, 27, 46, 2, 47, 70]"
2384,D:/Dataset/cubicasa5k//high_quality_architectural/14494/model.svg,14494,"['Outdoor0', 'Bath0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'LivingRoom1', 'Other0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,2,0.25,"[60, 1, 36, 41, 26, 42, 46, 47]"
2223,D:/Dataset/cubicasa5k//high_quality_architectural/13764/model.svg,13764,"['Outdoor0', 'LivingRoom0', 'Dining0', 'Other0', 'Entry0', 'Kitchen0', 'Other1', 'Other2', 'Bath0', 'Storage0', 'Other3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,4,0.36363636363636365,"[60, 41, 21, 46, 26, 36, 47, 52, 1, 70, 53]"
1711,D:/Dataset/cubicasa5k//high_quality_architectural/11832/model.svg,11832,"['Outdoor0', 'Outdoor1', 'Storage0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bedroom0', 'Storage1', 'Bedroom1', 'Bath0', 'Storage2', 'Storage3', 'Entry1', 'Other0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 6. ... 0. 0. 0.]
 [0. 7. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,1,0.06666666666666667,"[60, 61, 70, 41, 36, 26, 11, 71, 12, 1, 72, 73, 27, 46, 2]"
434,D:/Dataset/cubicasa5k//high_quality_architectural/6577/model.svg,6577,"['Outdoor0', 'Outdoor1', 'Entry0', 'Other0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,2,0.2222222222222222,"[60, 61, 26, 46, 11, 12, 1, 47, 70]"
2744,D:/Dataset/cubicasa5k//high_quality/2515/model.svg,2515,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Bedroom0', 'Storage0', 'Other0', 'Other1', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,3,0.3333333333333333,"[60, 41, 26, 36, 11, 70, 46, 47, 52]"
639,D:/Dataset/cubicasa5k//high_quality_architectural/5558/model.svg,5558,"['Bath0', 'Bath1', 'Other0', 'Other1', 'Kitchen0', 'LivingRoom0', 'Outdoor0', 'Bedroom0', 'Bedroom1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 1. ... 0. 0. 0.]
 [0. 2. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,2,0.2,"[1, 2, 46, 47, 36, 41, 60, 11, 12, 70]"
2537,D:/Dataset/cubicasa5k//colorful/8238/model.svg,8238,"['Kitchen0', 'LivingRoom0', 'Outdoor0', 'Other0', 'Other1', 'Bath0', 'Other2', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,3,0.375,"[36, 41, 60, 46, 47, 1, 52, 2]"
2368,D:/Dataset/cubicasa5k//high_quality_architectural/14426/model.svg,14426,"['Outdoor0', 'LivingRoom0', 'Dining0', 'Other0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Entry0', 'Other1', 'Other2', 'Other3', 'Other4']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,5,0.4166666666666667,"[60, 41, 21, 46, 36, 11, 12, 26, 47, 52, 53, 54]"
687,D:/Dataset/cubicasa5k//high_quality_architectural/9555/model.svg,9555,"['LivingRoom0', 'Other0', 'Outdoor0', 'Kitchen0', 'Bedroom0', 'Bath0', 'Storage0', 'Bath1', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 4. ... 0. 0. 0.]
 [0. 3. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,2,0.2222222222222222,"[41, 46, 60, 36, 11, 1, 70, 2, 47]"
3390,D:/Dataset/cubicasa5k//high_quality_architectural/4667/model.svg,4667,"['Garage0', 'Storage0', 'Storage1', 'Storage2', 'Bedroom0', 'Entry0', 'Bath0', 'Storage3', 'Storage4', 'LivingRoom0', 'Bedroom1', 'Outdoor0', 'Outdoor1', 'Outdoor2', 'Outdoor3', 'Outdoor4', 'Kitchen0', 'Bedroom2', 'Other0', 'Bath1', 'Other1', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",22,3,0.13636363636363635,"[31, 70, 71, 72, 11, 26, 1, 73, 74, 41, 12, 60, 61, 62, 63, 64, 36, 13, 46, 2, 47, 52]"
17,D:/Dataset/cubicasa5k//high_quality_architectural/8650/model.svg,8650,"['Entry0', 'Outdoor0', 'Kitchen0', 'LivingRoom0', 'Garage0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bedroom2', 'Storage1', 'Bedroom3', 'Bath0', 'Other0', 'Entry1', 'Bath1', 'Storage2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,1,0.0625,"[26, 60, 36, 41, 31, 11, 12, 70, 13, 71, 14, 1, 46, 27, 2, 72]"
2261,D:/Dataset/cubicasa5k//high_quality_architectural/14010/model.svg,14010,"['Storage0', 'Bedroom0', 'Other0', 'Kitchen0', 'Kitchen1', 'LivingRoom0', 'Bath0', 'Other1', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,3,0.3333333333333333,"[70, 11, 46, 36, 37, 41, 1, 47, 52]"
2629,D:/Dataset/cubicasa5k//colorful/11196/model.svg,11196,"['Outdoor0', 'Outdoor1', 'Storage0', 'Other0', 'Other1', 'Bath0', 'Other2', 'Bedroom0', 'Bedroom1', 'Entry0', 'Kitchen0', 'Dining0', 'LivingRoom0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,3,0.23076923076923078,"[60, 61, 70, 46, 47, 1, 52, 11, 12, 26, 36, 21, 41]"
839,D:/Dataset/cubicasa5k//high_quality_architectural/1746/model.svg,1746,"['LivingRoom0', 'LivingRoom1', 'Entry0', 'Kitchen0', 'Bath0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0,"[41, 42, 26, 36, 1, 60]"
1569,D:/Dataset/cubicasa5k//high_quality_architectural/11331/model.svg,11331,"['LivingRoom0', 'Entry0', 'Dining0', 'Entry1', 'Entry2', 'Bath0', 'Other0', 'Bath1', 'Storage0', 'Storage1', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 1. ... 0. 0. 0.]
 [0. 2. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,1,0.06666666666666667,"[41, 26, 21, 27, 28, 1, 46, 2, 70, 71, 11, 12, 36, 60, 61]"
1915,D:/Dataset/cubicasa5k//high_quality_architectural/12599/model.svg,12599,"['Outdoor0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285,"[60, 36, 26, 41, 11, 1, 46]"
1791,D:/Dataset/cubicasa5k//high_quality_architectural/12117/model.svg,12117,"['LivingRoom0', 'Entry0', 'Kitchen0', 'Bath0', 'Entry1', 'Other0', 'Bedroom0', 'Bedroom1', 'Other1', 'Storage0', 'Bedroom2', 'Bedroom3', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,2,0.14285714285714285,"[41, 26, 36, 1, 27, 46, 11, 12, 47, 70, 13, 14, 60, 61]"
3278,D:/Dataset/cubicasa5k//high_quality_architectural/7842/model.svg,7842,"['Outdoor0', 'Outdoor1', 'Other0', 'Other1', 'Bedroom0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,2,0.2857142857142857,"[60, 61, 46, 47, 11, 1, 70]"
3213,D:/Dataset/cubicasa5k//high_quality/13807/model.svg,13807,"['Bath0', 'Other0', 'LivingRoom0', 'Bedroom0', 'Entry0', 'Kitchen0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285,"[1, 46, 41, 11, 26, 36, 60]"
269,D:/Dataset/cubicasa5k//high_quality_architectural/5957/model.svg,5957,"['Outdoor0', 'Dining0', 'Kitchen0', 'LivingRoom0', 'LivingRoom1', 'Outdoor1', 'Garage0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage0', 'Storage1', 'Bath0', 'Storage2', 'Storage3', 'Storage4', 'Other0', 'Entry0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,1,0.05263157894736842,"[60, 21, 36, 41, 42, 61, 31, 11, 12, 13, 70, 71, 1, 72, 73, 74, 46, 26, 2]"
1107,D:/Dataset/cubicasa5k//high_quality_architectural/4862/model.svg,4862,"['Outdoor0', 'Garage0', 'Kitchen0', 'Dining0', 'Other0', 'LivingRoom0', 'Storage0', 'Bedroom0', 'Entry0', 'Outdoor1', 'Outdoor2', 'Outdoor3', 'Outdoor4', 'Outdoor5', 'Other1', 'Bedroom1', 'Bedroom2', 'Storage1', 'Storage2', 'Bath0', 'Other2', 'Entry1', 'Storage3', 'Bath1', 'Bath2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",25,3,0.12,"[60, 31, 36, 21, 46, 41, 70, 11, 26, 61, 62, 63, 64, 65, 47, 12, 13, 71, 72, 1, 52, 27, 73, 2, 3]"
736,D:/Dataset/cubicasa5k//high_quality_architectural/7594/model.svg,7594,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Garage0', 'Storage0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bath0', 'Storage1', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Storage2', 'Other0', 'Entry1', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,2,0.1111111111111111,"[60, 61, 62, 31, 70, 36, 26, 41, 1, 71, 11, 12, 13, 14, 72, 46, 27, 47]"
2058,D:/Dataset/cubicasa5k//high_quality_architectural/13153/model.svg,13153,"['Outdoor0', 'Outdoor1', 'Garage0', 'Storage0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage1', 'Storage2', 'Bath0', 'Storage3', 'Other0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,1,0.0625,"[60, 61, 31, 70, 36, 26, 41, 11, 12, 13, 71, 72, 1, 73, 46, 2]"
3441,D:/Dataset/cubicasa5k//high_quality_architectural/3872/model.svg,3872,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bedroom0', 'Bath0', 'Other0', 'Storage0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,2,0.2222222222222222,"[60, 41, 36, 26, 11, 1, 46, 70, 47]"
1090,D:/Dataset/cubicasa5k//high_quality_architectural/4685/model.svg,4685,"['Outdoor0', 'Bedroom0', 'Bedroom1', 'Other0', 'LivingRoom0', 'Bath0', 'Other1', 'Entry0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 6. ... 0. 0. 0.]
 [0. 7. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,2,0.2222222222222222,"[60, 11, 12, 46, 41, 1, 47, 26, 2]"
2589,D:/Dataset/cubicasa5k//colorful/6182/model.svg,6182,"['LivingRoom0', 'LivingRoom1', 'Bedroom0', 'Other0', 'Kitchen0', 'Bath0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,2,0.2857142857142857,"[41, 42, 11, 46, 36, 1, 47]"
2036,D:/Dataset/cubicasa5k//high_quality_architectural/13066/model.svg,13066,"['Dining0', 'Kitchen0', 'LivingRoom0', 'Bedroom0', 'Bath0', 'Storage0', 'Other0', 'Bath1', 'Entry0', 'Storage1', 'Outdoor0', 'Entry1', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,2,0.15384615384615385,"[21, 36, 41, 11, 1, 70, 46, 2, 26, 71, 60, 27, 47]"
3018,D:/Dataset/cubicasa5k//high_quality/10457/model.svg,10457,"['Bath0', 'Other0', 'Bedroom0', 'Bedroom1', 'Bath1', 'Kitchen0', 'LivingRoom0', 'Storage0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,2,0.2222222222222222,"[1, 46, 11, 12, 2, 36, 41, 70, 47]"
3491,D:/Dataset/cubicasa5k//high_quality/14267/model.svg,14267,"['Bath0', 'Kitchen0', 'Entry0', 'Bedroom0', 'LivingRoom0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,0,0.0,"[1, 36, 26, 11, 41]"
3287,D:/Dataset/cubicasa5k//high_quality_architectural/5566/model.svg,5566,"['Storage0', 'Bath0', 'Kitchen0', 'Entry0', 'Dining0', 'LivingRoom0', 'Outdoor0', 'Outdoor1', 'Bedroom0', 'Bedroom1', 'Entry1', 'Other0', 'Storage1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,1,0.07142857142857142,"[70, 1, 36, 26, 21, 41, 60, 61, 11, 12, 27, 46, 71, 2]"
3515,D:/Dataset/cubicasa5k//colorful/14937/model.svg,14937,"['Entry0', 'Kitchen0', 'LivingRoom0', 'Bath0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,0,0.0,"[26, 36, 41, 1, 60]"
3251,D:/Dataset/cubicasa5k//high_quality/14951/model.svg,14951,"['Outdoor0', 'Outdoor1', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other0', 'Storage0', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091,"[60, 61, 41, 26, 36, 11, 12, 1, 46, 70, 27]"
