,path,dim,h,w
469,D:/Dataset/cubicasa5k//high_quality_architectural/6573/model.svg,"('1835.1327209472656', '1871.7144775390625')",1835.1327209472656,1871.7144775390625
470,D:/Dataset/cubicasa5k//high_quality_architectural/6369/model.svg,"('883.9800567626953', '1585.4199981689453')",883.9800567626953,1585.4199981689453
471,D:/Dataset/cubicasa5k//high_quality_architectural/7772/model.svg,"('1315.2700271606445', '939.1112289428711')",1315.2700271606445,939.1112289428711
472,D:/Dataset/cubicasa5k//high_quality_architectural/1949/model.svg,"('798.379997253418', '835.3454780578613')",798.379997253418,835.3454780578613
473,D:/Dataset/cubicasa5k//high_quality_architectural/3943/model.svg,"('1322.8399963378906', '1876.8299255371094')",1322.8399963378906,1876.8299255371094
474,D:/Dataset/cubicasa5k//high_quality_architectural/1831/model.svg,"('945.4600257873535', '1457.319923400879')",945.4600257873535,1457.319923400879
475,D:/Dataset/cubicasa5k//high_quality_architectural/4974/model.svg,"('1394.7699661254883', '1676.7099990844727')",1394.7699661254883,1676.7099990844727
476,D:/Dataset/cubicasa5k//high_quality_architectural/9685/model.svg,"('2019.7200317382812', '1376.739990234375')",2019.7200317382812,1376.739990234375
477,D:/Dataset/cubicasa5k//high_quality_architectural/8560/model.svg,"('1690.1498413085938', '1057.839614868164')",1690.1498413085938,1057.839614868164
478,D:/Dataset/cubicasa5k//high_quality_architectural/5881/model.svg,"('1732.1200256347656', '1386.058292388916')",1732.1200256347656,1386.058292388916
479,D:/Dataset/cubicasa5k//high_quality_architectural/1765/model.svg,"('1155.2199478149414', '685.1200065612793')",1155.2199478149414,685.1200065612793
480,D:/Dataset/cubicasa5k//high_quality_architectural/9121/model.svg,"('886.3500595092773', '1085.5383586883545')",886.3500595092773,1085.5383586883545
481,D:/Dataset/cubicasa5k//high_quality_architectural/1345/model.svg,"('1753.06982421875', '1083.378662109375')",1753.06982421875,1083.378662109375
482,D:/Dataset/cubicasa5k//high_quality_architectural/1351/model.svg,"('862.0000171661377', '1033.0400104522705')",862.0000171661377,1033.0400104522705
483,D:/Dataset/cubicasa5k//high_quality_architectural/5603/model.svg,"('1632.8101196289062', '1576.8704223632812')",1632.8101196289062,1576.8704223632812
484,D:/Dataset/cubicasa5k//high_quality_architectural/9424/model.svg,"('1046.229965209961', '811.560001373291')",1046.229965209961,811.560001373291
485,D:/Dataset/cubicasa5k//high_quality_architectural/1438/model.svg,"('1311.9300842285156', '869.9699478149414')",1311.9300842285156,869.9699478149414
486,D:/Dataset/cubicasa5k//high_quality_architectural/1987/model.svg,"('2011.679931640625', '1693.4900436401367')",2011.679931640625,1693.4900436401367
487,D:/Dataset/cubicasa5k//high_quality_architectural/9977/model.svg,"('1155.9801559448242', '1500.563606262207')",1155.9801559448242,1500.563606262207
488,D:/Dataset/cubicasa5k//high_quality_architectural/9175/model.svg,"('1747.4900398254395', '818.1400146484375')",1747.4900398254395,818.1400146484375
489,D:/Dataset/cubicasa5k//high_quality_architectural/4951/model.svg,"('1078.010025024414', '1136.5799102783203')",1078.010025024414,1136.5799102783203
490,D:/Dataset/cubicasa5k//high_quality_architectural/8314/model.svg,"('1151.180030822754', '1363.8399353027344')",1151.180030822754,1363.8399353027344
491,D:/Dataset/cubicasa5k//high_quality_architectural/6012/model.svg,"('1256.3146667480469', '2406.1635131835938')",1256.3146667480469,2406.1635131835938
492,D:/Dataset/cubicasa5k//high_quality_architectural/5755/model.svg,"('1437.8199501037598', '1948.4799423217773')",1437.8199501037598,1948.4799423217773
493,D:/Dataset/cubicasa5k//high_quality_architectural/596/model.svg,"('1215.199951171875', '1998.2800598144531')",1215.199951171875,1998.2800598144531
494,D:/Dataset/cubicasa5k//high_quality_architectural/6037/model.svg,"('1089.089942932129', '1683.9599704742432')",1089.089942932129,1683.9599704742432
495,D:/Dataset/cubicasa5k//high_quality_architectural/8472/model.svg,"('1553.100025177002', '2044.090000152588')",1553.100025177002,2044.090000152588
496,D:/Dataset/cubicasa5k//high_quality_architectural/8350/model.svg,"('1287.9900493621826', '1379.3281707763672')",1287.9900493621826,1379.3281707763672
497,D:/Dataset/cubicasa5k//high_quality_architectural/6572/model.svg,"('767.3399562835693', '1083.180088043213')",767.3399562835693,1083.180088043213
498,D:/Dataset/cubicasa5k//high_quality_architectural/1164/model.svg,"('768.8400039672852', '714.3348159790039')",768.8400039672852,714.3348159790039
499,D:/Dataset/cubicasa5k//high_quality_architectural/8073/model.svg,"('2484.7200317382812', '1838.3000192642212')",2484.7200317382812,1838.3000192642212
500,D:/Dataset/cubicasa5k//high_quality_architectural/1855/model.svg,"('845.9599456787109', '663.1287803649902')",845.9599456787109,663.1287803649902
501,D:/Dataset/cubicasa5k//high_quality_architectural/7821/model.svg,"('1459.6801223754883', '1380.5722999572754')",1459.6801223754883,1380.5722999572754
502,D:/Dataset/cubicasa5k//high_quality_architectural/8736/model.svg,"('1124.3699913024902', '809.0499877929688')",1124.3699913024902,809.0499877929688
503,D:/Dataset/cubicasa5k//high_quality_architectural/3842/model.svg,"('1541.1500282287598', '2137.840133666992')",1541.1500282287598,2137.840133666992
504,D:/Dataset/cubicasa5k//high_quality_architectural/7669/model.svg,"('1386.010025024414', '1494.9000244140625')",1386.010025024414,1494.9000244140625
505,D:/Dataset/cubicasa5k//high_quality_architectural/6332/model.svg,"('934.8700075149536', '552.9799585342407')",934.8700075149536,552.9799585342407
506,D:/Dataset/cubicasa5k//high_quality_architectural/5685/model.svg,"('1534.239990234375', '2059.4599571228027')",1534.239990234375,2059.4599571228027
507,D:/Dataset/cubicasa5k//high_quality_architectural/3864/model.svg,"('1435.1200561523438', '964.797492980957')",1435.1200561523438,964.797492980957
508,D:/Dataset/cubicasa5k//high_quality_architectural/6/model.svg,"('838.5800361633301', '1425.2114334106445')",838.5800361633301,1425.2114334106445
509,D:/Dataset/cubicasa5k//high_quality_architectural/8292/model.svg,"('1103.1600494384766', '931.4099884033203')",1103.1600494384766,931.4099884033203
510,D:/Dataset/cubicasa5k//high_quality_architectural/1364/model.svg,"('806.9299802780151', '769.2399759292603')",806.9299802780151,769.2399759292603
511,D:/Dataset/cubicasa5k//high_quality_architectural/4592/model.svg,"('676.5599975585938', '1098.2300300598145')",676.5599975585938,1098.2300300598145
512,D:/Dataset/cubicasa5k//high_quality_architectural/6505/model.svg,"('1352.8799667358398', '1637.0199584960938')",1352.8799667358398,1637.0199584960938
513,D:/Dataset/cubicasa5k//high_quality_architectural/7660/model.svg,"('1429.7099361419678', '2135.8499908447266')",1429.7099361419678,2135.8499908447266
514,D:/Dataset/cubicasa5k//high_quality_architectural/1483/model.svg,"('2050.429931640625', '1971.6300048828125')",2050.429931640625,1971.6300048828125
515,D:/Dataset/cubicasa5k//high_quality_architectural/775/model.svg,"('1171.209945678711', '1806.133644104004')",1171.209945678711,1806.133644104004
516,D:/Dataset/cubicasa5k//high_quality_architectural/788/model.svg,"('806.2200164794922', '1448.8699645996094')",806.2200164794922,1448.8699645996094
517,D:/Dataset/cubicasa5k//high_quality_architectural/7039/model.svg,"('1030.2900161743164', '1064.1199951171875')",1030.2900161743164,1064.1199951171875
518,D:/Dataset/cubicasa5k//high_quality_architectural/7666/model.svg,"('768.3900032043457', '775.7700424194336')",768.3900032043457,775.7700424194336
519,D:/Dataset/cubicasa5k//high_quality_architectural/6338/model.svg,"('1497.439889907837', '1622.3101196289062')",1497.439889907837,1622.3101196289062
520,D:/Dataset/cubicasa5k//high_quality_architectural/9869/model.svg,"('1192.650053024292', '1009.9471397399902')",1192.650053024292,1009.9471397399902
521,D:/Dataset/cubicasa5k//high_quality_architectural/86/model.svg,"('2051.3499069213867', '1960.510009765625')",2051.3499069213867,1960.510009765625
522,D:/Dataset/cubicasa5k//high_quality_architectural/3874/model.svg,"('1208.139907836914', '857.8934173583984')",1208.139907836914,857.8934173583984
523,D:/Dataset/cubicasa5k//high_quality_architectural/8616/model.svg,"('1199.329978942871', '2063.791946411133')",1199.329978942871,2063.791946411133
524,D:/Dataset/cubicasa5k//high_quality_architectural/7673/model.svg,"('868.099967956543', '1290.3599281311035')",868.099967956543,1290.3599281311035
525,D:/Dataset/cubicasa5k//high_quality_architectural/4724/model.svg,"('817.4899826049805', '1019.8800001144409')",817.4899826049805,1019.8800001144409
526,D:/Dataset/cubicasa5k//high_quality_architectural/911/model.svg,"('1198.6001052856445', '855.8302001953125')",1198.6001052856445,855.8302001953125
527,D:/Dataset/cubicasa5k//high_quality_architectural/4595/model.svg,"('1014.3400039672852', '1402.6899108886719')",1014.3400039672852,1402.6899108886719
528,D:/Dataset/cubicasa5k//high_quality_architectural/5946/model.svg,"('1309.2001266479492', '1195.2661437988281')",1309.2001266479492,1195.2661437988281
529,D:/Dataset/cubicasa5k//high_quality_architectural/4890/model.svg,"('1022.9900169372559', '1941.3623352050781')",1022.9900169372559,1941.3623352050781
530,D:/Dataset/cubicasa5k//high_quality_architectural/8428/model.svg,"('2058.179946899414', '2332.474166870117')",2058.179946899414,2332.474166870117
531,D:/Dataset/cubicasa5k//high_quality_architectural/4848/model.svg,"('1351.9700088500977', '1812.7499542236328')",1351.9700088500977,1812.7499542236328
532,D:/Dataset/cubicasa5k//high_quality_architectural/41/model.svg,"('1195.4400329589844', '1692.4343719482422')",1195.4400329589844,1692.4343719482422
533,D:/Dataset/cubicasa5k//high_quality_architectural/1047/model.svg,"('936.0099868774414', '1133.209945678711')",936.0099868774414,1133.209945678711
534,D:/Dataset/cubicasa5k//high_quality_architectural/2050/model.svg,"('1279.5600280761719', '1031.5821380615234')",1279.5600280761719,1031.5821380615234
535,D:/Dataset/cubicasa5k//high_quality_architectural/6234/model.svg,"('1083.9599609375', '963.0661087036133')",1083.9599609375,963.0661087036133
536,D:/Dataset/cubicasa5k//high_quality_architectural/1828/model.svg,"('1567.8299713134766', '1547.1083641052246')",1567.8299713134766,1547.1083641052246
537,D:/Dataset/cubicasa5k//high_quality_architectural/9849/model.svg,"('955.2299823760986', '807.1200094223022')",955.2299823760986,807.1200094223022
538,D:/Dataset/cubicasa5k//high_quality_architectural/8134/model.svg,"('1679.0599975585938', '1785.6999816894531')",1679.0599975585938,1785.6999816894531
539,D:/Dataset/cubicasa5k//high_quality_architectural/4865/model.svg,"('1108.3100967407227', '775.7700214385986')",1108.3100967407227,775.7700214385986
540,D:/Dataset/cubicasa5k//high_quality_architectural/9931/model.svg,"('915.2899475097656', '1347.4648742675781')",915.2899475097656,1347.4648742675781
541,D:/Dataset/cubicasa5k//high_quality_architectural/9709/model.svg,"('977.150032043457', '1121.9399108886719')",977.150032043457,1121.9399108886719
542,D:/Dataset/cubicasa5k//high_quality_architectural/8801/model.svg,"('1225.3299713134766', '838.2536697387695')",1225.3299713134766,838.2536697387695
543,D:/Dataset/cubicasa5k//high_quality_architectural/58/model.svg,"('1076.910011291504', '803.0780563354492')",1076.910011291504,803.0780563354492
544,D:/Dataset/cubicasa5k//high_quality_architectural/3791/model.svg,"('1654.3306350708008', '1706.2699584960938')",1654.3306350708008,1706.2699584960938
545,D:/Dataset/cubicasa5k//high_quality_architectural/6568/model.svg,"('1474.1298904418945', '869.4568862915039')",1474.1298904418945,869.4568862915039
546,D:/Dataset/cubicasa5k//high_quality_architectural/5070/model.svg,"('1230.9200897216797', '2182.330066680908')",1230.9200897216797,2182.330066680908
547,D:/Dataset/cubicasa5k//high_quality_architectural/3919/model.svg,"('1328.130039215088', '1913.0999145507812')",1328.130039215088,1913.0999145507812
548,D:/Dataset/cubicasa5k//high_quality_architectural/1829/model.svg,"('878.3899993896484', '673.1583213806152')",878.3899993896484,673.1583213806152
549,D:/Dataset/cubicasa5k//high_quality_architectural/9548/model.svg,"('1220.2700500488281', '1865.2600631713867')",1220.2700500488281,1865.2600631713867
550,D:/Dataset/cubicasa5k//high_quality_architectural/5124/model.svg,"('1563.0600509643555', '1463.784439086914')",1563.0600509643555,1463.784439086914
551,D:/Dataset/cubicasa5k//high_quality_architectural/122/model.svg,"('908.7100448608398', '1608.7799701690674')",908.7100448608398,1608.7799701690674
552,D:/Dataset/cubicasa5k//high_quality_architectural/3153/model.svg,"('1108.3299713134766', '959.064245223999')",1108.3299713134766,959.064245223999
553,D:/Dataset/cubicasa5k//high_quality_architectural/8371/model.svg,"('906.9199600219727', '1534.8299255371094')",906.9199600219727,1534.8299255371094
554,D:/Dataset/cubicasa5k//high_quality_architectural/8639/model.svg,"('1049.299903869629', '1030.620361328125')",1049.299903869629,1030.620361328125
555,D:/Dataset/cubicasa5k//high_quality_architectural/5705/model.svg,"('875.22998046875', '1314.030044555664')",875.22998046875,1314.030044555664
556,D:/Dataset/cubicasa5k//high_quality_architectural/48/model.svg,"('1498.4715270996094', '1451.450668334961')",1498.4715270996094,1451.450668334961
557,D:/Dataset/cubicasa5k//high_quality_architectural/4530/model.svg,"('1206.7499465942383', '802.5200157165527')",1206.7499465942383,802.5200157165527
558,D:/Dataset/cubicasa5k//high_quality_architectural/6578/model.svg,"('1394.979923248291', '927.7410888671875')",1394.979923248291,927.7410888671875
559,D:/Dataset/cubicasa5k//high_quality_architectural/728/model.svg,"('1348.3999938964844', '2021.0699768066406')",1348.3999938964844,2021.0699768066406
560,D:/Dataset/cubicasa5k//high_quality_architectural/9493/model.svg,"('1309.339988708496', '2054.899932861328')",1309.339988708496,2054.899932861328
561,D:/Dataset/cubicasa5k//high_quality_architectural/6462/model.svg,"('849.3000030517578', '917.5595550537109')",849.3000030517578,917.5595550537109
562,D:/Dataset/cubicasa5k//high_quality_architectural/9591/model.svg,"('1155.3601570129395', '878.280029296875')",1155.3601570129395,878.280029296875
563,D:/Dataset/cubicasa5k//high_quality_architectural/9964/model.svg,"('1648.3198871612549', '839.5100250244141')",1648.3198871612549,839.5100250244141
564,D:/Dataset/cubicasa5k//high_quality_architectural/410/model.svg,"('1427.2199668884277', '713.3699951171875')",1427.2199668884277,713.3699951171875
565,D:/Dataset/cubicasa5k//high_quality_architectural/7062/model.svg,"('1021.4500274658203', '1123.8000106811523')",1021.4500274658203,1123.8000106811523
566,D:/Dataset/cubicasa5k//high_quality_architectural/5752/model.svg,"('1364.4201736450195', '1748.0200538635254')",1364.4201736450195,1748.0200538635254
567,D:/Dataset/cubicasa5k//high_quality_architectural/9100/model.svg,"('1878.8699417114258', '1879.8800201416016')",1878.8699417114258,1879.8800201416016
568,D:/Dataset/cubicasa5k//high_quality_architectural/1308/model.svg,"('1217.190086364746', '762.4799499511719')",1217.190086364746,762.4799499511719
569,D:/Dataset/cubicasa5k//high_quality_architectural/9269/model.svg,"('859.2600002288818', '1338.3325538635254')",859.2600002288818,1338.3325538635254
570,D:/Dataset/cubicasa5k//high_quality_architectural/6464/model.svg,"('1033.0499286651611', '509.73001289367676')",1033.0499286651611,509.73001289367676
571,D:/Dataset/cubicasa5k//high_quality_architectural/343/model.svg,"('1270.1200103759766', '1444.7199401855469')",1270.1200103759766,1444.7199401855469
572,D:/Dataset/cubicasa5k//high_quality_architectural/6245/model.svg,"('1381.6899948120117', '1411.921371459961')",1381.6899948120117,1411.921371459961
573,D:/Dataset/cubicasa5k//high_quality_architectural/6450/model.svg,"('967.9700450897217', '909.679500579834')",967.9700450897217,909.679500579834
574,D:/Dataset/cubicasa5k//high_quality_architectural/1343/model.svg,"('1293.6600799560547', '1958.0240783691406')",1293.6600799560547,1958.0240783691406
575,D:/Dataset/cubicasa5k//high_quality_architectural/8430/model.svg,"('781.1324920654297', '1296.3499755859375')",781.1324920654297,1296.3499755859375
576,D:/Dataset/cubicasa5k//high_quality_architectural/43/model.svg,"('1247.5999755859375', '1904.8659362792969')",1247.5999755859375,1904.8659362792969
577,D:/Dataset/cubicasa5k//high_quality_architectural/9104/model.svg,"('1995.3000183105469', '2479.2899475097656')",1995.3000183105469,2479.2899475097656
578,D:/Dataset/cubicasa5k//high_quality_architectural/5609/model.svg,"('2024.8300132751465', '968.1699523925781')",2024.8300132751465,968.1699523925781
579,D:/Dataset/cubicasa5k//high_quality_architectural/621/model.svg,"('798.5399856567383', '913.872184753418')",798.5399856567383,913.872184753418
580,D:/Dataset/cubicasa5k//high_quality_architectural/6036/model.svg,"('1213.2799377441406', '1525.2238540649414')",1213.2799377441406,1525.2238540649414
581,D:/Dataset/cubicasa5k//high_quality_architectural/9381/model.svg,"('1409.6500549316406', '1008.5680389404297')",1409.6500549316406,1008.5680389404297
582,D:/Dataset/cubicasa5k//high_quality_architectural/232/model.svg,"('608.9299631118774', '877.141294002533')",608.9299631118774,877.141294002533
583,D:/Dataset/cubicasa5k//high_quality_architectural/5923/model.svg,"('628.7900161743164', '1077.0598907470703')",628.7900161743164,1077.0598907470703
584,D:/Dataset/cubicasa5k//high_quality_architectural/73/model.svg,"('994.8800201416016', '1201.7199783325195')",994.8800201416016,1201.7199783325195
585,D:/Dataset/cubicasa5k//high_quality_architectural/7554/model.svg,"('2181.3811225891113', '2171.3807983398438')",2181.3811225891113,2171.3807983398438
586,D:/Dataset/cubicasa5k//high_quality_architectural/8218/model.svg,"('971.8299980163574', '1377.7281036376953')",971.8299980163574,1377.7281036376953
587,D:/Dataset/cubicasa5k//high_quality_architectural/8224/model.svg,"('1027.479995727539', '723.4699659347534')",1027.479995727539,723.4699659347534
588,D:/Dataset/cubicasa5k//high_quality_architectural/8775/model.svg,"('2238.5599822998047', '1129.9560546875')",2238.5599822998047,1129.9560546875
589,D:/Dataset/cubicasa5k//high_quality_architectural/8341/model.svg,"('1115.420009613037', '1836.169921875')",1115.420009613037,1836.169921875
590,D:/Dataset/cubicasa5k//high_quality_architectural/7800/model.svg,"('1144.7399711608887', '1699.2800598144531')",1144.7399711608887,1699.2800598144531
591,D:/Dataset/cubicasa5k//high_quality_architectural/674/model.svg,"('815.290002822876', '1168.7800064086914')",815.290002822876,1168.7800064086914
592,D:/Dataset/cubicasa5k//high_quality_architectural/8465/model.svg,"('932.6500549316406', '1333.4100494384766')",932.6500549316406,1333.4100494384766
593,D:/Dataset/cubicasa5k//high_quality_architectural/3701/model.svg,"('1075.410026550293', '1144.1922302246094')",1075.410026550293,1144.1922302246094
594,D:/Dataset/cubicasa5k//high_quality_architectural/6649/model.svg,"('1286.1400299072266', '1221.0202445983887')",1286.1400299072266,1221.0202445983887
595,D:/Dataset/cubicasa5k//high_quality_architectural/9312/model.svg,"('1017.4299850463867', '450.2522144317627')",1017.4299850463867,450.2522144317627
596,D:/Dataset/cubicasa5k//high_quality_architectural/719/model.svg,"('1075.0000534057617', '1654.9999618530273')",1075.0000534057617,1654.9999618530273
597,D:/Dataset/cubicasa5k//high_quality_architectural/9902/model.svg,"('1647.0501022338867', '1912.3399658203125')",1647.0501022338867,1912.3399658203125
598,D:/Dataset/cubicasa5k//high_quality_architectural/1323/model.svg,"('767.0599975585938', '1306.0800018310547')",767.0599975585938,1306.0800018310547
599,D:/Dataset/cubicasa5k//high_quality_architectural/3942/model.svg,"('1080.780044555664', '1395.5471878051758')",1080.780044555664,1395.5471878051758
600,D:/Dataset/cubicasa5k//high_quality_architectural/3510/model.svg,"('1382.8298950195312', '786.2843475341797')",1382.8298950195312,786.2843475341797
601,D:/Dataset/cubicasa5k//high_quality_architectural/9049/model.svg,"('1405.0798950195312', '1286.9399337768555')",1405.0798950195312,1286.9399337768555
602,D:/Dataset/cubicasa5k//high_quality_architectural/6638/model.svg,"('2595.260078430176', '797.9300537109375')",2595.260078430176,797.9300537109375
603,D:/Dataset/cubicasa5k//high_quality_architectural/6634/model.svg,"('2450.210029602051', '722.0100250244141')",2450.210029602051,722.0100250244141
604,D:/Dataset/cubicasa5k//high_quality_architectural/1688/model.svg,"('1323.2800197601318', '1430.2099151611328')",1323.2800197601318,1430.2099151611328
605,D:/Dataset/cubicasa5k//high_quality_architectural/1582/model.svg,"('970.7099494934082', '959.1986961364746')",970.7099494934082,959.1986961364746
606,D:/Dataset/cubicasa5k//high_quality_architectural/9008/model.svg,"('1030.6500282287598', '1334.0646743774414')",1030.6500282287598,1334.0646743774414
607,D:/Dataset/cubicasa5k//high_quality_architectural/471/model.svg,"('956.5499725341797', '1092.1949501037598')",956.5499725341797,1092.1949501037598
608,D:/Dataset/cubicasa5k//high_quality_architectural/9063/model.svg,"('3234.090087890625', '1230.1337890625')",3234.090087890625,1230.1337890625
609,D:/Dataset/cubicasa5k//high_quality_architectural/6280/model.svg,"('997.0300445556641', '1569.32275390625')",997.0300445556641,1569.32275390625
610,D:/Dataset/cubicasa5k//high_quality_architectural/4529/model.svg,"('1171.920051574707', '774.7899971008301')",1171.920051574707,774.7899971008301
611,D:/Dataset/cubicasa5k//high_quality_architectural/9386/model.svg,"('2144.550003051758', '1728.599967956543')",2144.550003051758,1728.599967956543
612,D:/Dataset/cubicasa5k//high_quality_architectural/5044/model.svg,"('1570.7600402832031', '2240.850051879883')",1570.7600402832031,2240.850051879883
613,D:/Dataset/cubicasa5k//high_quality_architectural/1542/model.svg,"('1486.1600494384766', '1421.75')",1486.1600494384766,1421.75
614,D:/Dataset/cubicasa5k//high_quality_architectural/8323/model.svg,"('976.5400085449219', '1512.5500183105469')",976.5400085449219,1512.5500183105469
615,D:/Dataset/cubicasa5k//high_quality_architectural/7589/model.svg,"('1889.6800537109375', '1009.8800048828125')",1889.6800537109375,1009.8800048828125
616,D:/Dataset/cubicasa5k//high_quality_architectural/3102/model.svg,"('1105.0598831176758', '735.5999794006348')",1105.0598831176758,735.5999794006348
617,D:/Dataset/cubicasa5k//high_quality_architectural/4591/model.svg,"('1357.1999560594559', '660.5700149536133')",1357.1999560594559,660.5700149536133
618,D:/Dataset/cubicasa5k//high_quality_architectural/9681/model.svg,"('1189.2700157165527', '1438.5699996948242')",1189.2700157165527,1438.5699996948242
619,D:/Dataset/cubicasa5k//high_quality_architectural/312/model.svg,"('1135.610034942627', '498.01999282836914')",1135.610034942627,498.01999282836914
620,D:/Dataset/cubicasa5k//high_quality_architectural/9208/model.svg,"('1126.5400009155273', '1567.0399780273438')",1126.5400009155273,1567.0399780273438
621,D:/Dataset/cubicasa5k//high_quality_architectural/7773/model.svg,"('1656.9300384521484', '836.9699821472168')",1656.9300384521484,836.9699821472168
622,D:/Dataset/cubicasa5k//high_quality_architectural/3974/model.svg,"('1882.9806365966797', '1114.9626007080078')",1882.9806365966797,1114.9626007080078
623,D:/Dataset/cubicasa5k//high_quality_architectural/1475/model.svg,"('1543.800106048584', '1402.030044555664')",1543.800106048584,1402.030044555664
624,D:/Dataset/cubicasa5k//high_quality_architectural/1054/model.svg,"('2188.4802856445312', '1869.0799560546875')",2188.4802856445312,1869.0799560546875
625,D:/Dataset/cubicasa5k//high_quality_architectural/8021/model.svg,"('1586.9201049804688', '986.3900146484375')",1586.9201049804688,986.3900146484375
626,D:/Dataset/cubicasa5k//high_quality_architectural/9342/model.svg,"('718.7500190734863', '1433.8699893951416')",718.7500190734863,1433.8699893951416
627,D:/Dataset/cubicasa5k//high_quality_architectural/3035/model.svg,"('1157.280014038086', '1701.6143798828125')",1157.280014038086,1701.6143798828125
628,D:/Dataset/cubicasa5k//high_quality_architectural/8265/model.svg,"('1402.3700332641602', '714.3099822998047')",1402.3700332641602,714.3099822998047
629,D:/Dataset/cubicasa5k//high_quality_architectural/2045/model.svg,"('1387.880033493042', '1083.93994140625')",1387.880033493042,1083.93994140625
630,D:/Dataset/cubicasa5k//high_quality_architectural/1338/model.svg,"('1051.7500038146973', '702.4099578857422')",1051.7500038146973,702.4099578857422
631,D:/Dataset/cubicasa5k//high_quality_architectural/1653/model.svg,"('1313.470027923584', '940.649730682373')",1313.470027923584,940.649730682373
632,D:/Dataset/cubicasa5k//high_quality_architectural/1000/model.svg,"('1742.4298782348633', '2530.2749938964844')",1742.4298782348633,2530.2749938964844
633,D:/Dataset/cubicasa5k//high_quality_architectural/7650/model.svg,"('1005.8599853515625', '1247.3899612426758')",1005.8599853515625,1247.3899612426758
634,D:/Dataset/cubicasa5k//high_quality_architectural/9295/model.svg,"('1002.4100608825684', '985.1500091552734')",1002.4100608825684,985.1500091552734
635,D:/Dataset/cubicasa5k//high_quality_architectural/6734/model.svg,"('1279.0699310302734', '793.7417907714844')",1279.0699310302734,793.7417907714844
636,D:/Dataset/cubicasa5k//high_quality_architectural/9117/model.svg,"('1408.0799407958984', '1601.3000030517578')",1408.0799407958984,1601.3000030517578
637,D:/Dataset/cubicasa5k//high_quality_architectural/6636/model.svg,"('2141.709930419922', '896.2983779907227')",2141.709930419922,896.2983779907227
638,D:/Dataset/cubicasa5k//high_quality_architectural/4873/model.svg,"('1741.1099700927734', '1231.3031158447266')",1741.1099700927734,1231.3031158447266
639,D:/Dataset/cubicasa5k//high_quality_architectural/4954/model.svg,"('1198.5000381469727', '1011.1500549316406')",1198.5000381469727,1011.1500549316406
640,D:/Dataset/cubicasa5k//high_quality_architectural/1306/model.svg,"('1332.6600284576416', '754.2499847412109')",1332.6600284576416,754.2499847412109
641,D:/Dataset/cubicasa5k//high_quality_architectural/943/model.svg,"('1201.0300903320312', '1630.6800346374512')",1201.0300903320312,1630.6800346374512
642,D:/Dataset/cubicasa5k//high_quality_architectural/437/model.svg,"('1211.5699920654297', '1469.68994140625')",1211.5699920654297,1469.68994140625
643,D:/Dataset/cubicasa5k//high_quality_architectural/3679/model.svg,"('2088.110076904297', '1870.5009002685547')",2088.110076904297,1870.5009002685547
644,D:/Dataset/cubicasa5k//high_quality_architectural/3614/model.svg,"('872.4299850463867', '863.2377510070801')",872.4299850463867,863.2377510070801
645,D:/Dataset/cubicasa5k//high_quality_architectural/6083/model.svg,"('876.3599662780762', '1190.9000778198242')",876.3599662780762,1190.9000778198242
646,D:/Dataset/cubicasa5k//high_quality_architectural/1225/model.svg,"('766.1800727844238', '1141.0380668640137')",766.1800727844238,1141.0380668640137
647,D:/Dataset/cubicasa5k//high_quality_architectural/1512/model.svg,"('1754.8199157714844', '1013.5647125244141')",1754.8199157714844,1013.5647125244141
648,D:/Dataset/cubicasa5k//high_quality_architectural/9086/model.svg,"('1418.9299011230469', '964.9900207519531')",1418.9299011230469,964.9900207519531
649,D:/Dataset/cubicasa5k//high_quality_architectural/1706/model.svg,"('820.0100135803223', '792.1245346069336')",820.0100135803223,792.1245346069336
650,D:/Dataset/cubicasa5k//high_quality_architectural/3049/model.svg,"('2180.1116333007812', '2068.387176513672')",2180.1116333007812,2068.387176513672
651,D:/Dataset/cubicasa5k//high_quality_architectural/8721/model.svg,"('816.6200103759766', '1295.9399337768555')",816.6200103759766,1295.9399337768555
652,D:/Dataset/cubicasa5k//high_quality_architectural/251/model.svg,"('1318.5601043701172', '974.0776252746582')",1318.5601043701172,974.0776252746582
653,D:/Dataset/cubicasa5k//high_quality_architectural/283/model.svg,"('1396.8300132751465', '1111.4316005706787')",1396.8300132751465,1111.4316005706787
654,D:/Dataset/cubicasa5k//high_quality_architectural/8394/model.svg,"('1963.5100402832031', '1531.64013671875')",1963.5100402832031,1531.64013671875
655,D:/Dataset/cubicasa5k//high_quality_architectural/7004/model.svg,"('1303.9800262451172', '1905.7500610351562')",1303.9800262451172,1905.7500610351562
656,D:/Dataset/cubicasa5k//high_quality_architectural/4772/model.svg,"('1252.6500701904297', '1642.1042175292969')",1252.6500701904297,1642.1042175292969
657,D:/Dataset/cubicasa5k//high_quality_architectural/5552/model.svg,"('1311.2300109863281', '1836.4498901367188')",1311.2300109863281,1836.4498901367188
658,D:/Dataset/cubicasa5k//high_quality_architectural/7559/model.svg,"('1586.4900398254395', '1118.7503814697266')",1586.4900398254395,1118.7503814697266
659,D:/Dataset/cubicasa5k//high_quality_architectural/5558/model.svg,"('1039.8699913024902', '1151.8399620056152')",1039.8699913024902,1151.8399620056152
660,D:/Dataset/cubicasa5k//high_quality_architectural/4980/model.svg,"('1093.7800674438477', '2132.1497859954834')",1093.7800674438477,2132.1497859954834
